0.151	0.903
0.152	0.903
0.152	0.904
0.151	0.904
0.151	0.903

0.152	0.901
0.153	0.901
0.153	0.902
0.152	0.902
0.152	0.901

0.152	0.904
0.153	0.904
0.153	0.905
0.152	0.905
0.152	0.904

0.152	0.905
0.153	0.905
0.153	0.906
0.152	0.906
0.152	0.905

0.152	0.906
0.153	0.906
0.153	0.907
0.152	0.907
0.152	0.906

0.153	0.901
0.154	0.901
0.154	0.902
0.153	0.902
0.153	0.901

0.153	0.907
0.154	0.907
0.154	0.908
0.153	0.908
0.153	0.907

0.154	0.9
0.155	0.9
0.155	0.901
0.154	0.901
0.154	0.9

0.154	0.906
0.155	0.906
0.155	0.907
0.154	0.907
0.154	0.906

0.156	0.907
0.157	0.907
0.157	0.908
0.156	0.908
0.156	0.907

0.158	0.908
0.159	0.908
0.159	0.909
0.158	0.909
0.158	0.908

0.159	0.909
0.16	0.909
0.16	0.91
0.159	0.91
0.159	0.909

0.161	0.91
0.162	0.91
0.162	0.911
0.161	0.911
0.161	0.91

0.162	0.91
0.163	0.91
0.163	0.911
0.162	0.911
0.162	0.91

0.164	0.911
0.165	0.911
0.165	0.912
0.164	0.912
0.164	0.911

0.165	0.912
0.166	0.912
0.166	0.913
0.165	0.913
0.165	0.912

0.166	0.914
0.167	0.914
0.167	0.915
0.166	0.915
0.166	0.914

0.167	0.913
0.168	0.913
0.168	0.914
0.167	0.914
0.167	0.913

0.168	0.915
0.169	0.915
0.169	0.916
0.168	0.916
0.168	0.915

0.17	0.915
0.171	0.915
0.171	0.916
0.17	0.916
0.17	0.915

0.172	0.915
0.173	0.915
0.173	0.916
0.172	0.916
0.172	0.915

0.173	0.916
0.174	0.916
0.174	0.917
0.173	0.917
0.173	0.916

0.174	0.915
0.175	0.915
0.175	0.916
0.174	0.916
0.174	0.915

0.175	0.914
0.176	0.914
0.176	0.915
0.175	0.915
0.175	0.914

0.175	0.915
0.176	0.915
0.176	0.916
0.175	0.916
0.175	0.915

0.175	0.917
0.176	0.917
0.176	0.918
0.175	0.918
0.175	0.917

0.176	0.913
0.177	0.913
0.177	0.914
0.176	0.914
0.176	0.913

0.176	0.917
0.177	0.917
0.177	0.918
0.176	0.918
0.176	0.917

0.177	0.916
0.178	0.916
0.178	0.917
0.177	0.917
0.177	0.916

0.178	0.915
0.179	0.915
0.179	0.916
0.178	0.916
0.178	0.915

0.179	0.914
0.18	0.914
0.18	0.915
0.179	0.915
0.179	0.914

0.181	0.913
0.182	0.913
0.182	0.914
0.181	0.914
0.181	0.913

0.182	0.913
0.183	0.913
0.183	0.914
0.182	0.914
0.182	0.913

0.182	0.915
0.183	0.915
0.183	0.916
0.182	0.916
0.182	0.915

0.182	0.916
0.183	0.916
0.183	0.917
0.182	0.917
0.182	0.916

0.182	0.918
0.183	0.918
0.183	0.919
0.182	0.919
0.182	0.918

0.183	0.917
0.184	0.917
0.184	0.918
0.183	0.918
0.183	0.917

0.183	0.919
0.184	0.919
0.184	0.92
0.183	0.92
0.183	0.919

0.185	0.921
0.186	0.921
0.186	0.922
0.185	0.922
0.185	0.921

0.185	0.925
0.186	0.925
0.186	0.926
0.185	0.926
0.185	0.925

0.185	0.926
0.186	0.926
0.186	0.927
0.185	0.927
0.185	0.926

0.185	0.928
0.186	0.928
0.186	0.929
0.185	0.929
0.185	0.928

0.186	0.922
0.187	0.922
0.187	0.923
0.186	0.923
0.186	0.922

0.186	0.927
0.187	0.927
0.187	0.928
