90.1736 22.2143 -0.000352439
89.9101 22.2554 -0.000305447
89.6466 22.2965 -0.000258456
89.3832 22.3375 -0.000211464
89.1197 22.3786 -0.000164471
88.8562 22.4197 -0.00011748
88.5927 22.4608 -7.04878e-05
88.3292 22.5019 -2.34953e-05
88.0657 22.543 2.34954e-05
87.8023 22.584 7.04879e-05
87.5388 22.6251 0.00011748
87.2753 22.6662 0.000164471
87.0118 22.7073 0.000211464
86.7483 22.7484 0.000258456
86.4848 22.7894 0.000305447
86.2214 22.8305 0.000352439


57.8382 27.3985 0.000210121
57.7213 27.6382 0.000182105
57.6044 27.8779 0.000154089
57.4875 28.1176 0.000126073
57.3706 28.3572 9.80562e-05
57.2537 28.5969 7.00408e-05
57.1368 28.8366 4.20242e-05
57.0199 29.0763 1.40077e-05
56.903 29.3159 -1.40078e-05
56.7861 29.5556 -4.20243e-05
56.6692 29.7953 -7.00408e-05
56.5523 30.0349 -9.80563e-05
56.4354 30.2746 -0.000126073
56.3184 30.5143 -0.000154089
56.2015 30.754 -0.000182105
56.0846 30.9937 -0.000210121


96.6469 97.0168 0.000543481
96.7388 96.7665 0.000471017
96.8306 96.5161 0.000398554
96.9225 96.2658 0.000326089
97.0143 96.0154 0.000253624
97.1062 95.7651 0.000181161
97.198 95.5147 0.000108696
97.2899 95.2644 3.62311e-05
97.3817 95.014 -3.62312e-05
97.4736 94.7637 -0.000108696
97.5654 94.5133 -0.000181161
97.6572 94.263 -0.000253624
97.7491 94.0126 -0.000326089
97.8409 93.7623 -0.000398554
97.9328 93.5119 -0.000471016
98.0246 93.2616 -0.000543481


44.7879 12.5087 -0.000491552
44.6319 12.725 -0.000426012
44.476 12.9413 -0.000360472
44.32 13.1576 -0.000294931
44.164 13.3739 -0.00022939
44.008 13.5901 -0.000163851
43.852 13.8064 -9.83104e-05
43.696 14.0227 -3.27693e-05
43.54 14.239 3.27694e-05
43.384 14.4553 9.83104e-05
43.228 14.6715 0.000163852
43.072 14.8878 0.00022939
42.916 15.1041 0.000294931
42.76 15.3204 0.000360472
42.604 15.5367 0.000426011
42.4481 15.7529 0.000491552


15.3889 54.7842 0.00011923
15.6471 54.8511 0.000103332
15.9052 54.918 8.74354e-05
16.1633 54.9849 7.15379e-05
16.4215 55.0517 5.56404e-05
16.6796 55.1186 3.97435e-05
16.9378 55.1855 2.38459e-05
17.1959 55.2524 7.94844e-06
17.4541 55.3192 -7.94847e-06
17.7122 55.3861 -2.3846e-05
17.9704 55.453 -3.97435e-05
18.2285 55.5198 -5.56404e-05
18.4867 55.5867 -7.15379e-05
18.7448 55.6536 -8.74354e-05
19.0029 55.7205 -0.000103332
19.2611 55.7873 -0.00011923


